# myabc 笔形辅助码数据表（字 -> 笔形码，横1 竖2 撇3 捺4 折5，取前两笔）
#
# 数据来源与 License：
#   本表的笔画顺序原始数据取自 cnchar-order（https://github.com/theajack/cnchar，
#   npm 包 cnchar-order@3.2.6，MIT License，Copyright (c) theajack）。
#   转换方法（详见 docs/decisions/_debt-log.md 2026-09-12）：
#   1. 从 cnchar-order 的 char_stroke_codes 表取每个字的完整笔画顺序（26 个字母
#      分别对应 25 种具体笔画，字母含义已从源码 stroke-table 精确核实，非猜测）。
#   2. 取每个字的前两笔（单笔字只有一笔），按下表归并成智能ABC/郑码惯用的
#      五笔形分类：
#        横(j)、提(i)             -> 1（提归入横，五笔形分类惯例）
#        竖(f)                    -> 2
#        撇(s)                    -> 3
#        点(k)、点2(d)、捺(l)     -> 4（点归入捺）
#        其余（横折/竖折/横钩/竖钩/横撇/竖提/撇折/弯钩/竖弯钩等一切带转折的
#        笔画，源数据里统一标注 type=折笔）-> 5
#   覆盖 cnchar-order 原始数据的全部 6939 个单字条目。
#
# 格式：每行 "<字><TAB><笔形码>"，'#' 开头整行是注释，空行跳过。BihuoTable 对
# 未收录的字一律放行（fail-open，不参与筛选），所以覆盖不到的字不会被误伤。

嵫	25
嵬	25
嵯	25
嵴	25
嶂	25
嶙	25
嶝	25
嶷	25
巅	25
巍	25
巛	55
川	32
州	43
巡	55
巢	55
工	12
左	13
巧	12
巨	15
巩	12
巫	12
差	43
巯	54
己	51
已	51
巳	51
巴	52
巷	12
巽	51
巾	25
巿	12
币	32
市	41
布	13
帅	23
帆	25
师	23
希	34
帏	25
帐	25
帑	53
帔	25
帕	25
帖	25
帘	44
帙	25
帚	51
帛	32
帜	25
帝	41
带	12
帧	25
席	41
帮	11
帱	25
帷	25
常	24
帻	25
帼	25
帽	25
幂	45
幄	25
幅	25
幌	25
幔	25
幕	12
幛	25
幞	25
幡	25
幢	25
干	11
平	14
年	31
并	43
幸	12
幺	55
幻	55
幼	55
幽	25
广	41
庀	41
庄	41
庆	41
庇	41
床	41
庋	41
序	41
庐	41
庑	41
库	41
应	41
底	41
庖	41
店	41
庙	41
庚	41
府	41
庞	41
废	41
庠	41
庥	41
度	41
座	41
庭	41
庳	41
庵	41
庶	41
康	41
庸	41
庹	41
庾	41
廉	41
廊	41
廑	41
廒	41
廓	41
廖	41
廛	41
廨	41
廪	41
延	32
廷	31
建	51
廾	13
廿	12
开	11
弁	54
异	51
弃	41
弄	11
弈	41
弊	43
弋	15
式	11
弑	34
弓	51
引	51
弗	51
弘	51
弛	51
弟	43
张	51
弢	51
弥	51
弦	51
弧	51
弩	53
弪	51
弭	51
弯	41
弱	51
弹	51
强	51
弼	51
彀	12
归	23
当	24
录	51
彖	55
彗	11
彘	55
彝	55
形	11
彤	35
彦	41
彧	12
彩	34
彪	21
彬	12
彭	12
彰	41
影	25
彷	33
役	33
彻	33
彼	33
往	33
征	33
徂	33
径	33
待	33
徇	33
很	33
徉	33
徊	33
律	33
後	33
徐	33
徒	33
徕	33
得	33
徘	33
徙	33
徜	33
御	33
徨	33
復	33
循	33
徭	33
微	33
徳	33
徵	33
德	33
徼	33
徽	33
心	45
必	45
忆	44
忉	44
忌	51
忍	53
忏	44
忐	21
忑	12
忒	14
忖	44
志	12
忘	41
忙	44
忝	11
忠	25
忡	44
忤	44
忧	44
忪	44
快	44
忭	44
忮	44
忱	44
念	34
忸	44
忻	44
忽	35
忾	44
忿	34
怀	44
态	13
怂	34
怃	44
怄	44
怅	44
怆	44
怊	44
怍	44
怎	31
怏	44
怒	53
怔	44
怕	44
怖	44
怙	44
怛	44
怜	44
思	25
怠	54
怡	44
急	35
怦	44
性	44
怨	35
怩	44
怪	44
怫	44
怯	44
怵	44
怹	32
总	43
怼	54
怿	44
恁	32
恂	44
恃	44
恆	44
恋	41
恍	44
恐	12
恒	44
恕	53
恙	43
恚	12
恝	11
恢	44
恣	41
恤	44
恧	13
恨	44
恩	25
恪	44
恫	44
恬	44
恭	12
息	32
恰	44
恳	51
恶	12
恸	44
恹	44
恺	44
恻	44
恼	44
恽	44
恿	54
悃	44
悄	44
悉	34
悌	44
悍	44
悒	44
悔	44
悖	44
悚	44
悛	44
悝	44
悟	44
悠	32
患	25
悦	44
您	32
悫	12
悬	25
悭	44
悯	44
悱	44
悲	21
悴	44
悸	44
悻	44
悼	44
情	44
惆	44
惇	44
惊	44
惋	44
惑	12
惕	44
惘	44
惚	44
惜	44
惝	44
惟	44
惠	12
惦	44
惧	44
惨	44
惩	33
惫	35
惬	44
惭	44
惮	44
惯	44
惰	44
想	12
惴	44
惶	44
惹	12
惺	44
愀	44
愁	31
愆	33
愈	34
愉	44
愍	51
愎	44
意	41
愕	44
愚	25
感	13
愠	44
愣	44
愤	44
愦	44
愧	44
愫	44
愿	13
慈	43
慊	44
慌	44
慎	44
慑	44
慕	12
慜	31
慝	11
慢	44
慧	11
慨	44
慰	51
慵	44
慷	44
憋	43
憎	44
憔	44
憝	41
憧	44
憨	51
憩	31
憬	44
憷	44
憾	44
懂	44
懈	44
懊	44
懋	12
懑	44
懒	44
懔	44
懦	44
懵	44
懿	12
戆	41
戈	15
戉	15
戊	13
戋	11
戌	13
戍	13
戎	11
戏	54
成	13
我	31
戒	11
戕	52
或	12
戗	34
战	21
戚	13
戛	13
戟	12
戡	12
戢	25
戤	53
戥	25
截	12
戬	12
戮	54
戳	54
戴	12
户	45
戽	45
戾	45
房	45
所	33
扁	45
扃	45
扇	45
扈	45
扉	45
手	31
才	15
扎	15
扑	15
扒	15
打	15
扔	15
托	15
扛	15
扣	15
扦	15
执	15
扩	15
扪	15
扫	15
扬	15
扭	15
扮	15
扯	15
扰	15
扳	15
扶	15
批	15
扼	15
找	15
承	55
技	15
抄	15
抉	15
把	15
抑	15
抒	15
抓	15
投	15
抖	15
抗	15
折	15
抚	15
抛	15
抟	15
抠	15
抡	15
抢	15
护	15
报	15
抨	15
披	15
抬	15
抱	15
抵	15
抹	15
抻	15
押	15
抽	15
抿	15
拂	15
拄	15
担	15
拆	15
拇	15
拈	15
拉	15
拊	15
拌	15
拍	15
拎	15
拐	15
拒	15
拓	15
拔	15
拖	15
拗	15
拘	15
拙	15
拚	15
招	15
拜	31
拟	15
拢	15
拣	15
拥	15
拦	15
拧	15
拨	15
择	15
括	15
拭	15
拮	15
拯	15
拱	15
拳	43
拴	15
拶	15
拷	15
拼	15
拽	15
拾	15
拿	34
持	15
挂	15
指	15
挈	11
按	15
